HITId,tweet,class,class2,rand
3369,@user ils critiquent leur commu pr amuser la galeie (c pareil pr les renois),2,2,0.673015543
3538,@user @user @user @user dommage pour toi je suis de lille pas plus gauchiste que cette… @url,1,1,0.673158494
1814,mon cours était naze jusqu’à ce que le prof s’auto proclame gauchiste de merde,1,1,0.673217113
1648,malheureusement en #france un de perdu dix de retrouvés ! #migrants #stopimmigration @url,0,1,0.673443139
1609,@user @user et de toute façon nous avons déjà beaucoup trop de migrants et d’immigrés hors culture fran… @url,1,1,0.67365058
1241,les renois sucrées comme ça c beau @url,1,1,0.673746833
3378,@user oui et tu fais partie des mongol qui propose des 1vs1,1,1,0.673758606
3518,@user @user je l'ai dis et repete force je deviens mechant ouais. ahahahahahahahahaha priver de lib... @url,2,2,0.674079322
69,rt @user y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho,0,1,0.674211259
2330,bien des migrants vivaient aussi dans l'illÉgalitÉ aux États-unis 35 % des migrants illégaux interceptés au québ… @url,2,2,0.674306338
1094,ce qui dégoute le+c'est que l'on nous emmerde avec les migrantsles demandeurs de papiers clandestins(qui vivent… @url,2,2,0.674359214
419,mais quel match de mongol!!! #imfc,1,1,0.674633322
533,@user report sale juif,1,1,0.67494795
97,@user @user @user materialiste et extreme gauchiste c'est pas tres compatible si ??? t'as re... @url,1,1,0.675068643
3984,@user @user @user s'il l'a fait c'est pour ton bien. le gauchiste sait ce qui est bon pour toi.,0,1,0.675485408
52,doudoune et ugg vraiment les renois abusent #jaimelestylehivermaispaslefroid #jsuisunevraigwada,2,2,0.675566799
1327,encore trop de femmes victimes de violence conjuguales.... @url,1,1,0.67564438
1578,l'islamisation en marche @url,2,2,0.675772031
269,en 77passe dire bjr mon cousinson ami gauchiste avec qui il fait conakry en 1958memel foteh disaitpr rel @url,2,2,0.675781364
1680,@user @user non c'est clair c'est pas un français c'est un traître mongol en plus,1,1,0.676154115
873,@user toi tfacon c’est tarte citron 280 et rebeus barbus,1,1,0.676306456
408,@user regarde le dernier mongol que j’ai cité,1,1,0.676707995
1323,surtt psk t'es un gros mongol .....,1,1,0.676936415
806,et notre attardé national @user donne notre argent des pays comme la palestine ... le « new york times »… @url,1,1,0.677887069
2381,@user cala te mongol,1,1,0.678039204
2587,#NAME?,1,1,0.678516742
2308,italie : le gouvernement adopte une nouvelle loi pour « expulser plus vite les migrants » et « révoquer la citoyenn… @url,1,1,0.679025537
2937,j’vais quitter ce réseaux d’attardé mentaux,1,1,0.679427168
1450,les racistes de mon curious cat que dieu apaise votre haine et votre rancœur envers les renois,1,1,0.679480735
2112,@user c'était ironique mongol,1,1,0.67954086
2145,@user @user @user oui je parlais des gens qui m'ont traité de sale arabe ou de blanche ou ap… @url,1,1,0.679632543
2807,@user @user mdrr tu parle comme tout les renois tu dois flipper à chaque fois que tu en vois un ..,1,1,0.680785848
627,@user hein c'est quoi cette trad de mongol,1,1,0.680850403
2146,mon petit frère qui raconte qu'un russe à dit sale arabe à un garçon du collège,2,2,0.680872568
2514,@user 3..je conclus par une precision: je ne suis pas un gauchiste ni un islamo-gauchiste ni pro migra @url,1,1,0.680941902
737,par contre la vérité c’est vrai les renois elles aiment trop parler de sexe c’est incroyable,1,1,0.680971228
2741,la propagande de la dilcrah contre la violence anti-homo est bidon.,1,1,0.681178643
3320,@user @user d'ailleurs. si tu tiens vraiment la condition de vie des gens et si t'as de la p... @url,2,2,0.681296489
1184,eh les 2002-03 de tl sur vie allez jamais en stmg que des cas sociaux et des rebeus en survêt c'est des giga débile,0,1,0.681805823
1558,@user @user actrice de merde bobo gauchiste de merde metteur en scene peine passable.....,1,1,0.682202051
1791,mdrr le mec parle des bites de noirs ça se voit il connaît pas les teubs des rebeus — bon ça est mdrrrr stop @url,0,1,0.682279431
515,@user cette association gauchiste devrait être dissoute !!!,1,1,0.682582282
860,@user est pas bien la ? entres renois ?,2,2,0.68265039
3974,@user mais évite de traiter d’attardé t’as vu. j’étais resté poli tout ça.. la putain d’ta mère arrê… @url,1,1,0.682804792
3662,@user l'acteur blanc ça doit être un gauchiste lavé du cerveau. il faut etre con d'etre acteur avec de t… @url,1,1,0.682821339
3686,@user @user prdrrr c chien c l’es pire des gros mongol la vérité,1,1,0.683018258
859,tout individu noir arabe ou qui crie allah akbar est un terroriste. par contre un blanc d'extrême droite antisém… @url,1,1,0.683047048
2516,le parti danois qui veut expulser les «migrants sociaux musulmans» se développe rapidement. … @url,1,1,0.683317472
3820,@user @user @user @user si tu préfères morel qui que ce soit c’est soit que t’es de sa famille soit t’es attardé. merci,1,1,0.684081933
3397,@user @user les rebeus la peau lisse c ca faiblesse,1,1,0.684082856
3484,@user @user et non il n’y pas plus de crimes commis par des migrants que des français blancs. seulement moins… @url,2,2,0.684273911
3316,@user faut vraiment être un attardé sexuel,1,1,0.684416396
3858,@user @user est-ce aussi ce pourquoi le fils de mon voisin est un peu attardé ?,1,1,0.684655857
2034,@user il faut ecouter ce gauchiste hors sol parttir de 17h11 et vous comprenez de suite l origine du mala... @url,1,1,0.684819905
3741,@user @user @user bon bah il lui que plus qu’une chance à cette attardé,1,1,0.684827853
3281,@user j’ai lu « france indo » j’ai compris la source. pas plus gauchiste comme journal. tout les jou… @url,2,2,0.685143256
2610,ah ouin t’es contre l’avortement sais-tu c’est quoi une vasectomie,0,1,0.685318804
626,@user ah oui je comprends tt à fait mais moi c’est l’inverse pcq rebeus j’étais en extase et trop heureuse… @url,1,1,0.685550776
2389,@user une lettre prés ton tweet était antisémite et complotiste.,1,1,0.685655923
2383,@user cette merde ne sont pas des migrants mais il faut les expulser!,1,1,0.685909031
2298,déf. du racisme d'un gauchiste qui veut absolument disculper les noirs et arabes du crime de racisme. le racisme an… @url,2,2,0.685932529
2444,la vérité est gauchiste ? @url,1,1,0.68606115
2168,@user @user @user @user un gauchiste c'est comme le poison ça agit d'une mort lente,1,1,0.686956911
1534,@user 2-0 pour sacha. le nain de jardin etait 2 doigt de perdre hier si lopez n avait pas fait le mongol po… @url,1,1,0.68706211
1640,les renois tue en plus tout en l'traitant il lui lâche un regarde maintenant il une tête de tomate j'riais et… @url,1,1,0.687278724
3270,@user quel je parl comme une mongol wsh,1,1,0.687439806
1799,déjà d’où tu te permet de venir traiter ? et alors je préfère les renois toi c’est quoi ton soucis ? c’est inter… @url,2,2,0.687800988
3344,@user mdr je vois jamais de renois parler de franc cfa et du néocolonialisme par contre ça pleure tout va À la… @url,2,2,0.688217483
718,info - #nduta (#tanzanie) : des réfugiés burundais spoliés de leurs biens et effets @url #burundicrisis #burundi,1,1,0.688572643
1698,@user @user t'es un sacré attardé toi,1,1,0.689180241
1806,@user j’suis bientôt sale arabe de merde,1,1,0.68922718
2487,@user @user tiens l'abruti profond @url,1,1,0.689464351
2992,genre les indigènes c'est les noirs et les arabes ptdr est en europe,2,2,0.690125429
2535,les rebeus de twitter ils connaissent tous la mythologie grecque tu leur demande de réciter ayat al kursi ça va te parler de zeus,1,1,0.690345077
3664,@user mdr personnellement je ne m’attarde pas next directe.,2,2,0.690529217
3327,@user @user @user @user déjà islam= paix le terrorisme c les feuge qu’il utilise… @url,2,2,0.690561111
3493,@user dit moi sale arabe verra (ta jamais dit ça) @url,1,1,0.690738112
520,@user @user @user tu te rends compte? des soldats en couche qui giflent tous les pays arabes voisins. respect !,0,1,0.690859742
781,@user l’islam aussi pris source en arabie du coup je ne sais pas si ça annule l’assertion du terrorisme ? com… @url,2,2,0.69118944
406,c’est qui ozil — un mongol qui m’invente une vie @url,2,2,0.691255703
3875,@user que de violence pour un simple thé aux parfums d'automne !,1,1,0.691553979
2497,les renois sombres la qui veulent absolument sortir qu’avec des meufs claires c’est tout simplement des complexer,1,1,0.691664756
708,@user ahah. je pensais à des partenariats autres que financiers. et je ne m'attarde pas sur les entreprises concer… @url,1,1,0.69180492
2981,marrant de voir des rebeus qui pensent manger hlel dans des restos où y'a des hindouch en cuisine des congolais en… @url,1,1,0.692126529
1437,@user @user il est raciste mdrrr quel il veut parler des renois et il parle mal des femmes rebeu,0,1,0.692401953
2347,donc sale arabe est-ce une injure ou une simple constatation ????? @url,1,1,0.692961177
228,en toute franchise quel que soient votre origine keske pense vos parents des rebeus en general...,2,2,0.693084538
1830,oh oui... n'oublie pas que cette population est surreprésentée dans les prisons le terrorisme les agressions… @url,2,2,0.693421571
2053,lire. analyse du torchon de #zemmour la vieille alliance entre les féministes et les homosexuels masculins s’est… @url,1,1,0.693494666
717,la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut. @url,1,1,0.693673783
373,je déteste le président ces un gros enculée. il donne des emplois au réfugiés que des personnes comme moi que je ch… @url,1,1,0.693686607
1682,qui se rappelle si ce mongol à déjà été à l'école ?? @url,1,1,0.694224567
1873,@user @user vos voulez dire que vous soupçonnez @user d'apologie du terrorisme islamique? et… @url,2,2,0.694562566
248,ils minimisent totalement le harcèlement etc même pour avoir taffer je reste carrément choquée de la manière dont… @url,1,1,0.695197871
3259,@user ou le terrorisme intellectuel de @user,2,2,0.695244373
3007,@user autant ses gars sont cons autant j'aimerais qu'on s'attarde 30 secondes sur l'hypocrisie des meufs à ce… @url,1,1,0.695776572
2449,Ça sent le prépubère gauchiste de 60kg tout mo…,1,1,0.695923646
2125,ceci ne donnet il pas justement raison zemmour ? et c'est un proche de macron qui prend la tete du terrorisme in… @url,1,1,0.696002792
3962,@user @user @user @user @user 1. les migrants souhaitent être régularisés,2,2,0.696111954
16,le « sale juif » mis en avant contrairement aux autres mdr #lejouroujaibrulemoncoeur,0,1,0.696277569
1542,@user sale fils de juif,1,1,0.696525252
1927,quand tu ne t'attarde plus sur les futilités te focalise sur ce qui te donne de la joie plutôt que ce qui t'angois… @url,2,2,0.696562485
3495,@user yuri ct la miff il posé ses couilles contre le réal bernat c juste un attardé de malaga,1,1,0.69664332
2087,Évidemment un bon gauchiste ça faydeuxtweets et après ça n’a plus d’arguments sinon il se contredit lui même... … @url,0,1,0.696699785
1897,vérité #islam #musulmans #mosquee #censure #sos #europe #libertéexpression #ong #gauchiste #collaborati…,2,2,0.696703808
322,cette gauche qui bouffe du curé à longueur de journéequi nous abreuve d'anticléricalisme depuis des décenniesvien… @url,1,1,0.696761196
2175,le nombre que j'en ai connu des rebeus gras au gros derche comme ça qui font les malins. quand t'es un jeune blanc… @url,1,1,0.697163277
2681,slt lyon apparement les jeunes migrants qui sont montée de la croix rousse vont se faire expulser d’ici demain. si… @url,1,1,0.697221205
2018,@user jamais jsuis pas un gauchiste,2,2,0.697275833
2563,confirmation..les migrants s'agglutinent à irun dans des gymnases espagnols en attendant de passer en france par la… @url,2,2,0.697795671
731,@user @user l'argument c'est que les noirs et les arabes se revendiquent comme noir et arabes et le pigeon g… @url,2,2,0.697985237
2554,@user c'est certain mais l'idéologie gauchiste fait croire à tous les présidents qu'ils doivent faire papa m… @url,1,1,0.698002603
3765,@user @user @user @user lr est un parti gauchiste. la rencontre entre laurent wauquiez et angela merkel le prouve.,2,2,0.698294542
3090,regarder des tutos en espagnol il comprend rien en plus il dit “elle parle trop bien” un mongol,1,1,0.698306409
1123,et je m’attarde sur des petits détails,2,2,0.69839462
413,@user cet attardé mental il même pas un diplôme. donnez son emploi à un chômeur.,0,1,0.698552644
1237,précision : propos d’une amie personnelle parisienne très bobo très gauchiste qui voté @user en 2017.,1,1,0.698710737
725,svp dites lui que les étrangers donc arabes et noirs pour la maj payent plus d’impôts qu’elle @url,1,1,0.698763041
3223,@user @user @user le gauchiste est aveugle il rend sourd et aveugle. le gauchiste ne se... @url,1,1,0.699322971
2110,je pensais être le seul attardé à faire ça @url,1,1,0.699582143
2636,j’ai un papillon de nuit dans chambre il se prend tout les murs ce mongol là,1,1,0.699930952
1688,.@user va débloquer 80 millions de dollars pour les #réfugiés et les communautés d’accueil au #niger,2,2,0.699954149
2220,mongol: [quand je voit la qualité des vidéos de mcfly et carlito et qu’a coté un mongol comme mohamed henni casse des tv et… @url,1,1,0.699986849
1155,@user vien jouer sale arabe,1,1,0.700011277
1379,plus il s’attarde sur son doctorat moins il publie plus il se dirige vers les marges du système. mais sa product… @url,2,2,0.700893292
1261,@user @user @user @user tu doit une mongol niveau 8 sur l'échelle de richter je laisse tombé je suis vaincus.,1,1,0.701348706
3829,@user tes fière de toi sale arabe? ( j'ai le droit je suis 1/10eme algerien),1,1,0.701431146
1380,nos renois ont du talent #cnfcrcl,2,2,0.701661989
3904,@user mais bordel je suis même pas contre l'avortement je respecte juste le droit de certains à pas vouloir l… @url,2,2,0.70242061
2761,ptdrr mais vous êtes attardé c’est pas possible autrement hein @url,2,2,0.702871612
3292,@user @user ben que les voilées font la promo du terrorisme et que la france est en guerre avec… @url,1,1,0.702921103
1459,arretez avec rebeu renoi c comme si tu disai sucré ou salé,1,1,0.703262618
764,malu é mt mongol mds,1,1,0.703303044
2228,prise en charge des réfugiés fuyant la guerre. @url,2,2,0.703483281
2437,attendu que la #belgique un taux de politiciens plus élevé que celui des #migrants...,1,1,0.703732219
110,@user @user vous comprenez tout de travers. il n'appelle pas les africains à franciser leurs noms… @url,2,2,0.703758255
2287,les États unis sont vraiment un peuple d’attardés et c’est pas beyoncé qui va changer ça.,1,1,0.704036039
3498,@user la propagande gauchiste americaine n'a aucune limite comme en france.n#bfmtv,2,2,0.704110575
3536,@user ouiiiii comme les peintures rupestres le bas mongol et le sanscrit? ce comique devrait réviser s… @url,1,1,0.704360148
1824,mamie : les tatouages et les piercings c'est des mutilations. il faut être attardé mentalement ou être au fond du g… @url,1,1,0.704381646
2951,jeu vidéo et violence : media complice ou media victime ? c'est le thème des rvl de ce soir organisées par… @url,1,1,0.704847053
3937,@user jmen fou au moins mentionne l’egypte ft pas passer pr une mongol betement stp,1,1,0.704975033
2355,rt @user @user @user parce que nous est assez intelligent pour fabrique des bazooka et aller sur la lune conna,1,1,0.705359732
1628,il fait pas attardé lui en ssg,2,2,0.705509021
2678,@user oui très bien! mais du coup je ne vois toujours pas la corrélation avec les migrants africains. ^^,2,2,0.705978127
1896,soeur elle sept ans lui apprend jouer au echec elle nous dis mais pourquoi faut proteger le roi ? c'est une gauchiste certifiee,1,1,0.706229462
3288,@user @user @user @user ici c'est arabo-satanique. pour le sale arabe je le croisais… @url,1,1,0.706357445
1109,personnage ainsi q tte la clique gauchiste deguise 1 macronistes !!ont ttes ls qualites requises qui ont etaient @url,1,1,0.706518815
3010,@user dans les bons marchés et les primeurs rebeus,1,1,0.707223352
1369,@user c’est pas toi qui commencé à mal parlé des renois? et quand y’a le retour des flammes la rage mdrrrrr,1,1,0.707321596
2165,la journaliste d'extrême-droite #charlottedornellas discourt sur les #migrants mais est incapable de citer le moind… @url,1,1,0.707378706
222,@user @user couillon gauchiste et vrai cretin genre ! casse-toi !,1,1,0.70746026
1334,y’a des renois c’est grave des bounty hein ils vont te sortir des « oui non l’afrique mérite ce qui lui arrive. l… @url,2,2,0.707802528
2177,il faudra un jour s’interroger sur la violence que c’est pour les familles homoparentales de se voir jeter l’intérê… @url,2,2,0.70782578
3206,toutes les femmes qui sont contre l'avortement j'espère que vous allez tomber enceinte sous pillule avec préservatif.,1,1,0.708026885
1226,@user ... le terrorisme est un mode opératoire un procédé technique qui ne porte en soi aucune idéologie. mai… @url,2,2,0.708275407
2464,@user @user non psychophobe c'est quand stigmatise les maladies mentales : dire qu'untel est attard… @url,2,2,0.708875779
2673,@user regarde ses tweets ptdrrr vraiment il est attarde,1,1,0.709004362
405,ohlalala jv taper avec la prépa comment ça jreçois une facture d'internat ? gros mongol tu vois pas que jsuis ja… @url,1,1,0.709234179
1865,@user @user comme je suis pas à jour sur op je suis pas trop attardé dessus en détail mais ou sinon c'e… @url,2,2,0.70938297
170,@user et le rire de ce mongol de lucas tout bourré,1,1,0.709530368
918,@user @user il 19 ans l'attardé il lui faut du temps et pourtant en 2 ans de carrière en pro il est… @url,0,1,0.709760167
3516,@user @user @user @user waw trump est pas intéressant du tout et c'est un gros mongol et po… @url,1,1,0.709867985
3069,les renois la naïveté va vous tuez les rebeus votre haine va vous abattre et les babtous votre hypocrise va vous pendre.,1,1,0.710082112
2983,'islam n'est pas le terrorisme... je veux dire l'extrémisme et il existe dans toutes les religions. il n… @url,1,1,0.710095555
2562,@user mais du coup si t'es vegan mais que tu manges des produits non locaux (cafe bananes noix de... @url,2,2,0.710239641
1329,là un diner d’affaires en tenue de foot assis à une table en face du mac de st-ger si vous voyez 5 rebeus… @url,1,1,0.711135556
3073,un vrai attardé mdr dans sa tête quand dit que sahra maghribiya il croit qu'on parle de tout le désert @url,1,1,0.711251698
3982,@user @user @user @user en quoi parler de nombre de migrants devient une statistique ethnique. on… @url,1,1,0.711599979
1189,@user @user @user la bonne pote gauchiste de chirio,2,2,0.711750706
2738,et sinon c quoi ton style de mec — les renois et les métisses @url,1,1,0.711863418
2393,du coup tu es contre l'avortement ? — non je suis pour @url,2,2,0.711976184
726,sao mongol,1,1,0.712019747
3711,@user @user il t'a jamais tutoyé sale attardé,1,1,0.712083763
651,@user c'est propre à la gauche ce terrorisme intellectuel l'histoire l'a démontré et le montre encore.,0,1,0.712342632
3594,@user @user il s'appelle comment ce conard de gauchiste qui ne laisse pas parler les gens... gauchiasse de merde !!,1,1,0.712500407
414,@user lis le tweet que je rt espèce de mongol avant d'ouvrir ta vieille gueule,1,1,0.712580744
3897,@user @user @user les féministes extrémistes sont cancer en effet. mais la plupart des féministes de ba… @url,2,2,0.713137536
22,@user @user @user arrete de t'enerver t'es pas crédible dirait un gros con de gamin attardé je voi… @url,1,1,0.713258531
216,@user @user @user j'avoue c'est un gros troll ce mongol x),1,1,0.713531419
3678,voilà une offre sponso par zemmour ! allez les rebeus aller simple pour la maison @url,0,1,0.713556474
1403,#expulsion de #migrants vers leur pays d’origine : merkel satisfaite d‘elle après sa visite à #alger. qu‘on en juge… @url,2,2,0.713701534
3631,@user essayes tjrs mongol,1,1,0.713877987
1773,vos renois d’1m95 110kg qui lâchent des tweets fruités dirait makassy,2,2,0.714008654
2401,imaginez vous élevez une bizu pendant 18 ans et elle est féministe gay et islamo-gauchiste..... je préférerais que mon fils soit un violeur.,1,1,0.714178591
2644,tu mets des renois rebeus avec eux ....,1,1,0.714320033
3164,sûrement une manifestation de la détresse de ces gens victimes d'une société qui &lt;insérer blabla gauchiste ici&gt; @url,1,1,0.714321076
1813,@user @user dans ton cul sale fdp ce taousi à gagné un titre africain avec le wac,1,1,0.714783242
3584,@user @user @user je crois qu'on tient un champion là qui traite d'islamo gauchiste en rép… @url,2,2,0.714887265
3572,@user il font ça juste pour le plaisir c'est encore plus des attardé,2,2,0.714931451
3110,kooooooo respirer un peut dans vos bouche y’a que les femmes renois kink les noir kinking gros elles parle de se… @url,1,1,0.715053507
3265,@user @user « attardé » @url,1,1,0.71510147
4004,@user ptdrr sale juif,1,1,0.715219543
1567,@user @user ah y'a de tout dans ce monde. il nous faut des cucks ayant des qi 2 chiffres ma... @url,2,2,0.715364594
960,cette œuvre d'un #artiste #français pour les #réfugiés - une immense fresque sur la pelouse de la perle du lac à… @url,2,2,0.716218135
1938,ceux qui sont contre l'avortement sont ceux-là mêmes qui sont pour la peine de mort,0,1,0.716249381
293,@user @user @user un mongol supporter de foot donc un sous chien amoureux de l'islam qui bave,1,1,0.716266659
3497,wesh la il parle du fait qu’il est féministe et il parle des droits de la femme c’est super mais pourquoi t’as com… @url,2,2,0.716377824
2272,tu préfères aller en soirée avec l'autre con de zoonekynd où aller en cours avec l'autre mongol de mahieux? — alex… @url,2,2,0.716414868
545,@user c'est dans une vidéo apparemment c'est plus pour dire qu'il est spontané mais ça se voit que c'est un peu le mongol de la bande,0,1,0.716892311
723,je pensais pas que c'était sérieux cette histoire. c'est juste complètement attardé. @url,1,1,0.717554465
3098,@user sale juif...,1,1,0.7176403
2274,#guatemala : les partisans de l’élargissement de l’ #avortement ont dû se résoudre à retirer l’article d’une propos… @url,2,2,0.717665066
1451,@user @user @user ver* mongol,1,1,0.718265499
1359,@user lol vous êtes beaucoup trop susceptibles les renois de twitter c'est le colon qui choque le plus dans… @url,0,1,0.718969379
3854,@user ostie d’mongol,1,1,0.719516233
1100,mes sista renois le 20 ça @url,2,2,0.719747237
3305,@user @user le pire ce sont les plans de coupe sur l'autre mongol de carbonnier fan du qsg qui se… @url,1,1,0.719774568
2301,donc du coup là goe était en couple mais revoyez le renois 1 en même temps genre elle faisait exprès de s’embrouil… @url,2,2,0.720070238
3336,@user @user salami france inter bonne gauchiste est mal placée pour 1 telle émission,1,1,0.720129047
1641,#lejouroujaibrulemoncoeur mon dieu ce que cet ado mal éduqué et attardé vient de faire en levant le haut de la jeun… @url,1,1,0.720315929
730,@user je sais que t'as les moyens de donner + sale juif,1,1,0.720402261
3893,zizou ce sale arabe je le déteste c’est pas possible il se prends pour un influencer ou je ne sais quoi espèce de s… @url,0,1,0.720440454
3209,@user de rien ^^ tu remarqueras que la première contre les arabes n'a servi à rien. et que celle de 1831 aux… @url,1,1,0.720578158
3274,@user mais il est completement attarde mdr,2,2,0.721052562
439,bizarre y'a des rebeus chrétiens aussi @url,1,1,0.721221405
2862,les renois quand il une pénurie de crème mixa @url,1,1,0.721260744
1514,et grave que mes potes rebeus et blacks se faisaient régulièrement contrôler jusqu’à leurs… @url,2,2,0.721296693
1572,@user @user parce que nous est assez intelligent pour fabrique des bazooka et aller sur la lune connard,1,1,0.72135097
2108,ferme la gros mongol et retourne tweeter de la merde @url,1,1,0.721657165
2207,remarque bien des blacks et des rebeus au fhaine,1,1,0.722134396
526,usa : un gauchiste frappe un afro-americain car il soutient trump. @user 10 ans de carrière espèce d'attardé fais un effort je t'ai connu plus smart martin...,1,1,0.722394973
2474,@user je vais passer pour un attardé mais j arrive pas lancer le chargement apres l avoir obtenu fait comment ?,1,1,0.722497904
736,@user @user @user istanbul bcp perdu de son charme avec le nombre de réfugiés qui traînent dans les rues,1,1,0.72250669
227,@user @user @user @user @user ok l'attardé.,1,1,0.722749469
1034,wesh les renois ils ont une réduction pour les airpods ou quoi?,1,1,0.723078161
2560,rt @user la tronche du gauchiste typique.... @url,1,1,0.723195298
1537,mon copain ne cesse de dire que je suis une bobo gauchiste,2,2,0.72387858
2071,@user t'es français ilan et t'es qu'un sale juif de tes morts,1,1,0.724003695
3699,@user @user il parler du prénom et nom bande d'attardé,1,1,0.724262472
1458,gâteaux rebeus : étape 1 @url,0,1,0.724429273
3251,@user un jour t’avais dis t’aimes bien les renois sur twitter je m’en rapl très bien et puis même en vrai tu… @url,2,2,0.72464272
2594,@user comme quoi c'est bien un gauchiste de la pire espèce.,0,1,0.724693397
1520,marianne soubret des œillères! rien qu’à nantes 700 migrants évacués et à loger!,2,2,0.725800139
1210,@user @user mais cela n'excuse en rien les insultes ou le harcèlement,2,2,0.726449915
3816,@user une bonne nouvelle pour les réfugiés et pour les droits humains,2,2,0.726463503
1624,que les renois qui peuvent tweeter ça sans gêne mdrrr @url,2,2,0.727551993
1577,@user une féministe qui te parle d'irl.,2,2,0.727722783
703,mongol @url,1,1,0.728370061
3926,ya des rebeus des muslims des chrétiens des mormont des b… @url,1,1,0.728565719
1232,@user c bon tg tu force sale arabe,0,1,0.728624433
3266,@user l’âme de l’europe est en europe et non pas au sein d’un bateau de dizaines de migrants africains ou de col… @url,2,2,0.728863609
569,@user l’empire mongol et l’ordre des assassins,2,2,0.729020116
3790,@user @user c bien tu fais des bons jeu de mot pour un attardé mental...,1,1,0.7290948
404,je m'attarde un moment sur mes sentiments naissants devant le #ciel gris du jour et je dis: c'est incroyable d'ê… @url,1,1,0.729237754
1758,un faux musulman va la ramené en oposen juif chretein. vice versa faux juif faux chretien. et des que tu va dire at… @url,1,1,0.729329362
1623,@user après le terrorisme ils remettent la faute sur les femmes. l'islam pour eux c'est enfermer les femmes.,1,1,0.729526108
2374,les #feministes de la gauche regressive en france devraient lire ça.,1,1,0.729668657
467,@user @user une insulte appelle cela une insulte. dans sale blanc sale arabe sale noir… @url,2,2,0.73057988
1986,le militant d'extrême gauche cédric #herrou affirmé exactement que le terrorisme ne vient… @url,1,1,0.730623978
